"설문지 
번호",구분,DQ1_전문과,DQ1_기타내용,DQ1_1_신경과세부,DQ2_전문의취득연도,DQ3_직역,DQ3_기타내용,DQ3_1_전공의_연차,DQ3_2_전공의_근무총인원,DQ3_3_은퇴자_은퇴연령,DQ3_4_은퇴자_은퇴전직역,DQ4_근무기관,DQ4_기타내용,DQ5_근무지역,DQ6_성별,DQ7_출생연도,A1_1_근무시간_평일 ,A1_2_근무시간_토요일,A1_3_근무시간_일요일,A2_근무시간_일주평균,A3_1_총휴무일_토요일,A3_2_총휴무일_일요일,A3_3_총휴무일_공휴일,A3_4_총휴무일_휴가,A3_5_총휴무일_출장,A3_6_총휴무일_기타,A3_7_총휴무일_기타내용,A4_일반비교업무량,A4_1_업무량감축비율,A5_워라밸주당근무시간,A6_야간당직여부,A6_1_당직응급실call횟수,A7_oncall당직여부,A7_1_1_oncall당직주기,A7_1_2_oncall당직횟수,A7_1_3_실제call수 ,A8_응급실전담의여부,A9_응급실call여부,A9_1_1_응급실평균진료시간,A9_1_2_응급call받는날,A9_1_3_응급실call수,B1_1_근무비중_진료,B1_2_근무비중_진료외,B2_1_진료비율_급여,B2_2_진료비율_비급여,B3_1_1_외래_세션당환자수,B3_1_2_외래_평균진료세션 ,B3_2_1_입원_신규환자수,B3_2_2_입원_재원환자수,B3_3_1_수술_환자수,B3_3_2_수술_일수,C1_진료시간변화여부,C1_1_증가또는감소시간,C2_환자수변화,C3_진료시간변화계획,C3_1_기타내용,C4_일반의또는타과진료정도,C5_전공과주로진료,C5_1_1_비전공과_진료비중,C5_1_2_비전공과_진료과목,C5_1_2_비전공과_진료이유,C5_2_1_전공과회귀조건,C5_2_2_기타내용,C6_환자당진료시간변화,C7_1_실제진료시간_초진,C7_2_실제지료시간_재진,C8_1_이상적진료시간_초진,C8_2_이상적진료시간_재진,D1_현재전문의수,D2_현재전공의정원,D3_의료수요변화,D3_1_1_수요변화체감원인,D3_1_2_기타내용 ,E1_정책시행후_근무시간변화,E2_연봉변화,E3_지도전문의여부,E3_1_전공의법_근무변화,E3_2_전공의없을시_업무량,E3_3_전공의1인_역할비율,E4_당직및입원전담_근무의향,E5_은퇴예상연령,E6_육아휴직계획,
1759,온라인,3,,,2002,2,,,,,,3,,15,1,1972,8,1,근무안함,40,42,52,14,17,2,,,1,,30,2,1,2,1,7,1,2,1,,,,80,20,99,1,10,1,1,60,0,0,1,,1,1,,3,1,,,,,,2,40,5,30,5,5,3,3,6,포화상태임,1,3,2,,,,2,55,4,
1760,온라인,3,,,2016,2,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,온라인,3,,,2015,2,,,,,,3,,8,1,1978,8,근무안함,근무안함,40,47,47,1,13,0,0,,1,,40,2,1,1,,,,2,2,30,2,1,90,10,100,,10,3,1,50,0,0,1,,1,1,,4,1,,,,,,1,30,15,30,10,4,3,1,,,1,1,2,,,,2,70,1,
1762,온라인,3,,,2013,2,,,,,,3,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,온라인,3,,,2015,2,,,,,,3,,15,1,1984,8,근무안함,근무안함,40,53,52,17,11,2,0,,1,,40,2,3,2,1,1,3,2,1,,,,90,10,100,0,10,2,0,60,0,0,1,,3,1,,3,1,,,,,,1,30,10,40,10,5,3,3,6,정부의탈원화 정책 ,1,3,2,,,,3,70,4,
1764,온라인,3,,,1999,3,,,,,,5,,1,1,1968,12,근무안함,근무안함,60,48,50,17,3,13,,,3,30,40,1,,1,,,,1,1,,,,50,50,90,10,40,5,1,4,0,0,1,,1,3,,3,1,,,,,,1,7,4,30,15,3,1,2,"1,4,5",,1,1,1,2,3,20,4,65,4,
1765,온라인,3,,,2016,3,,,,,,5,,8,2,1978,10,2,근무안함,52,47,46,17,7,12,,,1,,45,2,1,1,,,,2,1,,,,50,50,90,10,20,4,1,4,0,0,1,,2,2,,3,1,,,,,,3,25,15,30,15,4,3,1,,,1,2,1,3,3,50,2,65,1,
1766,온라인,3,,,1991,3,,,,,,5,,12,1,1962,8,근무안함,근무안함,45,53,52,,7,7,,,3,30,40,3,2,2,1,2,2,2,2,30,3,2,70,30,96,4,35,4,2,10,0,0,1,,2,1,,2,1,,,,,,3,30,10,50,15,2,2,2,"2,3,4",,1,3,1,3,5,40,3,65,4,
1767,온라인,3,,,1996,3,,,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,온라인,3,,,2003,3,,,,,,5,,15,1,1972,8,근무안함,근무안함,40,53,52,17,7,14,0,,1,,35,1,,2,3,4,1,2,2,60,1,1,80,20,95,5,30,4,1,5,0,0,1,,1,1,,4,1,,,,,,2,15,5,30,15,3,1,2,"1,2,3,4",,1,1,1,1,4,50,4,65,4,
1769,온라인,3,,,2009,3,,,,,,5,,1,1,1975,10,2,근무안함,52,41,52,17,12,2,0,,3,20,40,3,0,2,1,1,2,1,1,,,,50,50,90,10,30,4,0,3,0,0,2,1,2,1,,4,1,,,,,,1,20,5,30,7,2,2,2,"1,2,3,4,5,",,2,3,1,4,3,30,3,70,2,
1770,온라인,3,,,2004,3,,,,,,5,,15,1,1974,12,4,,45,27,52,17,7,0,0,,3,30,40,1,,1,,,,2,1,,,,90,10,100,0,30,7,0,0,0,0,1,,2,5,,4,1,,,,,,1,15,7,30,15,4,3,2,"2,4",,1,1,1,5,,50,4,65,4,
1771,온라인,3,,,2017,3,,,,,,5,,8,1,1983,8,6,근무안함,54,52,52,10,5,4,,,3,30,40,2,2,2,1,2,1,2,1,,,,60,40,100,0,30,4,1,4,0,0,2,12,2,1,,3,1,,,,,,4,,,30,15,4,1,2,"4,5",,1,1,1,4,4,50,2,75,3,
1772,온라인,3,,,1997,3,,,,,,4,,10,1,1966,10,근무안함,근무안함,50,53,52,17,15,10,,,1,,8,1,,2,1,1,2,1,1,,,,60,40,90,10,35,5,1,5,0,0,1,,2,1,,3,1,,,,,,1,30,5,45,5,3,1,1,,,1,3,1,2,3,10,4,70,4,
1773,온라인,3,,,1997,3,,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,온라인,3,,,2001,3,,,,,,5,,5,1,1972,11,,,60,20,52,17,2,14,0,,3,70,40,1,,1,,,,1,1,,,,50,50,95,5,50,3,1,7,0,0,2,3,2,1,,3,1,,,,,,1,20,5,30,10,2,2,2,"2,3,4",,1,1,1,3,4,50,4,65,4,
1775,온라인,3,,,2011,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,온라인,3,,,2014,3,,,,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,온라인,3,,,1985,3,,,,,,5,,8,1,1957,10,5,2,60,2,3,3,0,24,3,,3,30,40,1,,1,,,,2,2,50,1,1,40,60,70,30,25,4,1,10,2,3,1,,2,3,,1,1,,,,,,1,20,10,40,20,1,2,2,"1,2,3,5",,1,2,1,4,4,50,3,75,1,
1778,온라인,3,,,2006,3,,,,,,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,온라인,3,,,1988,3,,,,,,5,,9,2,1957,10,3,3,56,45,45,14,13,7,0,,3,20,45,2,1,2,3,2,1,2,1,,,,60,40,70,30,15,5,1,3,0,0,1,,3,1,,2,1,,,,,,1,30,20,40,30,2,1,2,"2,4,5",,3,1,1,3,3,30,4,65,4,
1780,온라인,3,,,2009,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,온라인,3,,,2001,3,,,,,,5,,4,,,10,5,,52,35,52,14,3,10,,,3,20,48,1,,1,,,,2,1,,,,50,50,100,,30,4,0,0,0,0,3,1,2,1,,4,1,,,,,,2,20,10,30,15,2,2,2,"1,2,3,4,5,",,1,1,1,,,,,,,
1782,온라인,3,,,1976,3,,,,,,4,,1,,,8,4,,60,0,52,52,7,14,,,3,30,40,1,,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,온라인,3,,,2008,3,,,,,,5,,1,,,8,,,40,53,52,17,14,14,,,1,,52,1,,1,,,,1,1,,,,0,100,100,0,0,0,0,0,0,0,1,,1,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,
1784,온라인,3,,,2003,3,,,,,,5,,1,2,1972,12,3,근무안함,9,7,50,15,7,10,0,,3,20,53,1,,1,,,,2,2,10,5,1,50,50,95,5,33,5,0,3,0,0,1,,1,3,,2,1,,,,,,1,8,3,15,3,2,1,2,"4,5",,3,3,1,1,3,100,4,60,1,
1785,온라인,3,,,2000,3,,,,,,5,,3,1,1970,11,2,근무안함,10,7,42,15,12,20,0,,3,40,40,1,,2,3,7,1,1,2,20,4,1,40,60,95,5,30,4,1,3,0,0,1,,2,1,,2,1,,,,,,1,30,10,50,20,2,2,1,,,1,1,1,4,5,50,4,65,4,
1786,온라인,3,,,2005,3,,,,,,5,,8,1,1972,9,4,,50,45,52,17,12,2,,,1,,48,1,,1,,,,1,1,,,,50,50,90,10,45,5,1,1,0,0,1,,1,1,,2,1,,,,,,1,15,5,30,20,3,1,1,,,1,1,1,3,3,50,4,75,4,
1787,온라인,3,,,2005,3,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,온라인,3,,,1995,3,,,,,,5,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,온라인,3,,,1998,3,,,,,,5,,8,1,1967,10,4,,54,8,52,16,5,10,,,3,30,40,2,2,1,,,,1,2,30,1,2,70,30,70,30,50,5,1,5,0,0,1,,1,3,,3,1,,,,,,1,30,5,40,15,4,3,1,,,2,3,1,4,4,25,4,65,4,
1790,온라인,3,,,2007,3,,,,,,5,,9,2,1976,12,근무안함,1,60,40,40,15,7,30,,,3,20,50,2,1,2,3,3,1,1,1,,,,60,40,80,20,35,5,1,6,0,0,1,,2,8,줄이고 싶으나 어렵다고 판단함,4,1,,,,,,3,20,5,40,20,2,1,2,"1,4",,2,2,1,4,4,20,4,70,1,
1791,온라인,3,,,1987,3,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,온라인,3,,,2013,3,,,,,,1,,7,1,1982,8,,,40,53,52,17,5,7,,,1,,40,1,,1,,,,2,1,,,,85,15,,100,4,8,0,0,0,0,3,5,1,1,,4,1,,,,,,1,60,30,60,30,3,1,4,,,3,1,1,5,,25,1,65,4,
1793,온라인,3,,,1994,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,온라인,3,,,1999,3,,,,,,5,,8,,,8,3,근무안함,6,41,52,17,7,14,0,,3,60,4,1,,1,,,,1,1,,,,30,70,90,10,25,4,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,온라인,3,,,2003,3,,,,,,5,,3,1,1972,11,4,근무안함,59,30,50,13,7,10,0,,3,15,50,2,1,2,2,3,1,2,2,10,1,1,60,40,90,10,25,5,1,5,0,0,2,3,2,1,,2,1,,,,,,2,40,10,40,15,3,1,2,"2,4",,1,1,1,3,4,30,2,65,1,
1796,온라인,3,,,2008,3,,,,,,5,,1,1,1975,12,6,6,72,7,7,7,7,14,0,,3,75,30,1,,1,,,,1,1,,,,25,75,100,0,25,3,0,0,0,0,1,,1,1,,1,1,,,,,,1,25,15,60,45,1,2,2,3,,2,1,1,1,5,100,2,75,4,
1797,온라인,3,,,2002,3,,,,,,5,,1,1,1971,10,2,2,54,30,48,10,10,20,,,3,30,52,1,,1,,,,2,1,,,,50,50,100,,25,4,1,3,0,0,1,,2,1,,3,1,,,,,,1,40,5,60,20,3,1,2,"4,5",,1,3,1,1,5,70,4,80,1,
1798,온라인,3,,,1998,3,,,,,,5,,8,,,9,근무안함,근무안함,45,45,52,10,14,10,,,3,20,40,1,,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,온라인,3,,,1992,3,,,,,,5,양산부산대학교병원,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,온라인,3,,,1998,3,,,,,,5,,1,1,1965,8,근무안함,근무안함,40,53,52,17,7,7,0,,1,,40,1,,1,,,,2,1,,,,80,20,100,,35,5,0,4,0,0,1,,2,3,,3,1,,,,,,1,20,5,30,10,1,2,2,"3,4,5",,1,1,1,2,5,30,4,75,4,
1801,온라인,3,,,2010,3,,,,,,4,,9,,,10,4,근무안함,51,37,52,17,10,10,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,온라인,3,,,2000,3,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,온라인,3,,,1998,3,,,,,,5,,1,,,9,근무안함,근무안함,45,41,52,,20,10,2,특별 공가,3,80,40,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,온라인,3,,,2004,3,,,,,,5,,2,2,1974,12,5,5,70,50,50,15,10,7,,,3,50,30,1,,2,1,1,1,1,2,30,5,1,50,50,90,10,20,5,5,5,0,0,1,,1,1,,1,1,,,,,,3,20,10,40,20,4,3,1,,,2,3,1,4,3,20,3,65,1,
1805,온라인,3,,,2006,3,,,,,,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,온라인,3,,,2014,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,온라인,3,,,2008,3,,,,,,5,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,온라인,3,,,2009,3,,,,,,5,,6,1,1977,10,1,1,52,40,52,14,15,10,2,공가,3,80,60,2,1,2,3,7,1,2,2,30,2,1,70,30,90,10,35,5,20,14,0,0,3,8,1,1,,4,1,,,,,,3,25,10,30,15,4,1,2,"2,3,4,5",,1,1,1,4,4,30,4,65,4,
1809,온라인,3,,,2002,3,,,,,,5,,8,1,1970,10,4,,54,0,52,17,10,7,2,,1,,40,1,,1,,,,1,2,5,1,1,10,90,90,10,50,2,1,5,0,0,3,8,3,2,,3,1,,,,,,3,10,5,50,20,1,2,2,4,,1,1,1,1,5,2,4,65,2,
1810,온라인,3,,,1991,3,,,,,,5,,1,1,1963,10,근무안함,근무안함,50,53,52,16,10,10,,,3,30,8,2,0,2,3,2,0,2,2,10,1,0,70,30,80,20,20,5,1,5,0,0,2,10,2,3,,4,1,,,,,,2,40,10,50,20,5,3,1,,,2,3,1,4,5,50,2,65,1,
1811,온라인,3,,,1999,3,,,,,,4,,10,1,1969,8,근무안함,근무안함,8,53,52,17,,12,0,,1,,40,1,,1,,,,1,1,,,,70,30,98,2,20,6,1,3,0,0,2,3,2,1,,4,1,,,,,,2,60,12,60,10,3,1,2,"4,5",,1,3,1,2,4,60,3,70,1,
1812,온라인,3,,,1991,3,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,온라인,3,,,2001,3,,,,,,5,,1,1,1969,9,근무안함,근무안함,45,53,52,17,17,5,0,,1,,40,1,,1,,,,2,1,,,,60,40,100,0,45,5,1,7,0,0,1,,2,1,,4,1,,,,,,3,10,5,20,10,2,2,2,"1,2,4",,1,1,1,3,4,30,4,70,4,
1814,온라인,3,,,2012,3,,,,,,5,,11,2,1980,8,2,근무안함,42,26,52,17,10,14,53,출산휴가 90일 ,1,,40,1,,2,3,1,1,2,2,10,1,1,50,50,90,10,35,5,1,5,0,0,1,,2,1,,2,1,,,,,,3,15,5,25,10,4,1,2,"2,4,5",,1,3,1,4,5,70,4,65,2,
1815,온라인,3,,,2009,3,,,,,,5,,8,2,1979,9,2,1,47,53,52,17,8,5,,,3,15,40,1,,2,3,6,1,2,2,15,1,1,65,35,95,5,18,4,1,3,0,0,1,,2,1,,2,1,,,,,,3,35,10,40,15,4,3,1,,,2,3,1,3,3,70,2,75,1,
1816,온라인,3,,,1985,3,,,,,,5,,3,1,1954,4,근무안함,근무안함,20,40,53,53,14,7,,,1,,20,1,,1,,,,2,2,30,1,3,50,50,90,10,22,4,30,5,0,0,3,4,3,4,,3,1,,,,,,3,40,10,40,15,4,1,2,4,,1,3,1,2,5,50,4,66,4,
1817,온라인,3,,,1984,3,,,,,,5,,8,1,1956,10,,,50,53,52,,17,21,,,3,70,40,1,,2,1,2,0,2,1,,,,50,50,100,,30,4,1,4,0,0,1,,2,4,,1,1,,,,,,1,30,5,50,20,4,3,2,"2,3,4",,1,1,1,2,5,30,4,65,4,
1818,온라인,3,,,1993,3,,,,,,5,,9,1,1962,10,1,1,52,25,50,17,10,50,0,,3,40,35,1,,2,3,3,2,2,2,30,1,1,60,40,95,5,10,5,1,3,0,0,1,,3,2,,3,1,,,,,,2,40,20,50,30,1,2,2,"2,4",,1,2,1,3,4,33,3,65,4,
1819,온라인,3,,,2011,3,,,,,,5,,4,1,1980,12,1,근무안함,61,42,52,17,10,12,2,학회 관련 공가,3,30,40,1,,2,3,8,1,1,1,,,,50,50,95,5,35,5,1,8,0,0,2,1,2,1,,3,1,,,,,,1,10,5,20,5,1,2,2,"1,2,3,4,5,",,1,3,1,4,5,30,3,65,1,
1820,온라인,3,,,1992,3,,,,,,5,,1,,,12,1,근무안함,61,40,52,17,14,14,,,3,20,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,온라인,3,,,2008,3,,,,,,5,,1,2,1973,10,4,근무안함,54,3,52,17,11,5,,,1,,40,1,,1,,,,2,1,,,,70,30,80,20,30,6,1,1,0,0,3,5,2,1,,3,1,,,,,,3,20,10,30,15,3,1,2,"2,3,4,5",,1,3,1,3,5,40,3,65,4,
1822,온라인,3,,,1996,3,,,,,,5,,3,1,1966,9,4,근무안함,45,41,52,17,7,20,,,1,,44,1,,2,1,1,1,2,1,,,,40,60,99,1,25,4,1,4,0,0,1,,1,1,,2,1,,,,,,1,40,05월 10일,60,10,3,1,1,,,1,1,1,1,3,25,4,70,4,
1823,온라인,3,,,2008,3,,,,,,5,,1,1,1977,8,근무안함,근무안함,40,42,52,17,15,12,,,1,,40,1,,2,1,2,1,2,1,,,,40,60,100,0,30,4,1,5,0,0,1,,2,1,,3,1,,,,,,3,30,10,45,15,1,2,2,"2,4,5",,1,1,1,2,5,70,4,65,2,
1824,온라인,3,,,1994,3,,,,,,5,,1,2,1964,10,근무안함,근무안함,51,40,52,17,15,5,0,,3,30,35,1,,2,1,1,1,2,1,,,,80,20,99,1,30,5,1,6,0,0,1,,2,1,,2,1,,,,,,3,40,15,50,20,2,2,2,"1,2,3,4,5,",,1,1,1,4,4,60,4,65,4,
1825,온라인,3,,,2007,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,온라인,3,,,2009,3,,,,,,5,,3,,,13,근무안함,근무안함,65,40,45,15,7,50,0,,3,70,10,1,,2,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,온라인,3,,,2010,3,,,,,,4,,1,2,1980,10,1,근무안함,55,40,52,15,10,5,,,3,10,52,1,,2,3,4,2,2,1,,,,50,50,95,5,30,4,2,2,0,0,1,,2,1,,2,1,,,,,,3,15,5,20,7,3,1,2,"1,2,4",,1,3,1,3,3,80,3,70,2,
1828,온라인,3,,,2010,3,,,,,,5,,6,1,1975,10,2,근무안함,52,35,52,17,10,10,0,,3,20,40,1,,2,1,2,1,2,1,,,,40,60,90,10,25,5,0,3,0,0,3,8,2,1,,4,1,,,,,,3,15,5,30,15,3,1,1,,,1,2,1,2,4,75,4,65,4,
1829,온라인,3,,,2012,3,,,,,,5,,8,2,1982,15,4,2,81,20,40,10,14,10,,,3,50,40,2,1,2,1,2,1,1,2,60,2,2,50,50,100,0,30,4,3,5,0,0,2,2,2,1,,4,1,,,,,,2,35,10,60,20,3,1,2,3,,1,1,1,4,3,40,3,65,2,
1830,온라인,3,,,2014,3,,,,,,5,,8,1,1984,11,4,근무안함,60,40,40,14,7,5,0,,3,15,40,2,2,1,,,,2,1,,,,60,40,90,10,28,5,1,6,0,0,1,,1,1,,3,1,,,,,,2,15,5,15,5,3,1,1,,,1,3,1,3,4,15,3,60,4,
1831,온라인,3,,,1999,3,,,,,,5,,16,1,1966,8,근무안함,근무안함,40,53,52,17,21,0,,,1,,36,1,,2,2,1,2,1,1,,,,40,60,90,10,35,4,1,4,0,0,2,1,2,3,,4,1,,,,,,3,10,3,25,10,1,2,2,"1,2,3,4,5,6",정신건강복지법의 시행,1,1,1,4,5,30,4,65,1,
1832,온라인,3,,,2015,3,,,,,,5,,11,1,1977,11,4,근무안함,59,2,4,,0,,,,3,5,52,1,,2,3,7,1,2,2,20,0,1,50,50,100,0,30,5,1,6,0,0,1,,1,1,,2,1,,,,,,1,20,7,25,15,3,1,1,,,1,3,1,4,5,35,4,65,2,
1833,온라인,3,,,2014,3,,,,,,5,,1,1,1984,12,3,,63,33,52,15,3,10,7,,3,20,52,1,,2,1,7,1,2,1,,,,50,50,90,10,30,5,1,2,0,0,2,10,2,2,,4,1,,,,,,3,20,7,30,15,3,1,2,"4,5",,1,1,1,3,5,70,2,60,3,
1834,온라인,3,,,1992,3,,,,,,5,,1,1,1963,11,,,55,30,52,17,7,8,0,,1,,50,1,,1,,,,1,2,0,0,0,50,50,90,10,30,5,1,6,0,0,1,,2,1,,3,1,,,,,,3,20,10,40,15,3,2,2,"1,3,4,5",,1,1,1,2,3,50,3,70,4,
1835,온라인,3,,,2017,3,,,,,,2,,1,1,1982,8,근무안함,근무안함,40,53,53,17,5,8,0,,1,,40,1,,1,,,,2,1,,,,90,10,90,10,8,9,0,0,0,0,1,,3,6,,3,1,,,,,,3,40,15,45,20,4,3,1,,,1,3,2,,,,2,90,2,
1836,온라인,3,,,2002,3,,,,,,5,,1,,,12,1,근무안함,61,41,52,17,10,12,0,,3,20,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,온라인,3,,,2007,3,,,,,,4,,8,1,1975,10,근무안함,근무안함,50,43,53,45,5,10,0,,3,30,35,2,2,1,,,,1,2,5,1,2,60,40,100,0,40,5,1,3,0,0,1,,1,1,,2,1,,,,,,1,15,5,30,10,5,3,3,3,,1,3,1,3,3,20,1,70,3,
1838,온라인,3,,,2002,3,,,,,,5,,1,1,1971,12,근무안함,1,60,51,20,15,10,20,0,,3,10,48,1,,1,,,,1,1,,,,50,50,90,10,30,5,1,4,0,0,1,,1,1,,2,1,,,,,,1,15,3,20,10,3,1,2,"4,5",,1,1,1,1,5,60,4,65,1,
1839,온라인,3,,,2016,3,,,,,,5,,8,2,1986,10,근무안함,근무안함,52,50,52,15,7,9,0,,3,80,35,2,2,2,1,2,2,2,1,,,,60,40,100,0,35,5,2,8,0,0,2,3,2,1,,3,1,,,,,,3,15,3,25,15,2,2,2,"2,4",,1,3,1,2,5,60,4,65,1,
1840,온라인,3,,,2003,3,,,,,,5,,4,,,10,4,근무안함,55,22,52,17,10,9,0,,3,18,45,1,,2,3,12,1,2,2,40,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,온라인,3,,,2006,3,,,,,,5,,1,2,1976,12,1,근무안함,61,40,45,15,2,10,0,,3,60,40,1,,1,,,,1,1,,,,50,50,95,5,30,5,2,3,0,0,4,,3,1,,2,1,,,,,,1,15,7,30,15,3,1,1,,,1,1,1,3,3,20,4,60,4,
1842,온라인,3,,,2015,3,,,,,,5,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,온라인,3,,,1999,3,,,,,,5,,12,,,8,,,40,30,45,10,5,24,,,1,,40,2,1,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,온라인,3,,,1992,3,,,,,,5,,11,1,1958,6,,,24,43,42,15,8,14,,,1,,24,1,,2,3,7,1,2,2,20,1,1,50,50,95,5,30,4,1,8,0,0,1,,1,1,,2,1,,,,,,1,20,7,30,10,3,1,2,"2,3,4,5",,1,3,1,3,4,30,4,70,4,
1845,온라인,3,,,2003,3,,,,,,5,,1,1,1970,11,1,,56,40,50,15,5,12,,,3,30,40,1,,2,3,5,2,2,1,,,,60,40,90,10,30,5,1,2,0,0,1,,2,1,,3,1,,,,,,3,20,5,45,15,2,2,2,"2,3,4,5",,1,1,1,3,4,50,4,70,4,
1846,온라인,3,,,2000,3,,,,,,5,,1,,,10,3,근무안함,53,23,44,13,4,10,,,1,,52,1,,2,1,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,온라인,3,,,2012,3,,,,,,5,,1,1,1981,10,4,근무안함,55,40,45,10,7,5,2,개인업무,1,,40,1,,2,1,3,1,2,2,10,1,1,70,30,95,5,27,5,1,5,0,0,4,,2,1,,4,1,,,,,,1,25,10,30,15,4,3,1,,,2,3,1,3,3,30,4,70,2,
1848,온라인,3,,,1995,3,,,,,,4,,9,1,1966,8,4,,40,20,52,17,10,10,,,3,30,35,1,,1,,,,2,1,,,,50,50,100,,30,5,0,0,0,0,2,4,2,1,,2,1,,,,,,2,30,10,50,15,3,1,4,,,1,3,1,1,2,30,2,65,4,
1849,온라인,3,,,1989,3,,,,,,5,,1,,,8,근무안함,근무안함,40,53,52,17,7,7,0,,1,,40,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,온라인,3,,,1988,3,,,,,,4,,1,1,1958,10,근무안함,근무안함,50,49,52,17,10,10,3,특별휴가,1,,40,1,,1,,,,1,1,,,,40,60,95,5,20,4,1,1,0,0,1,,1,1,,2,1,,,,,,3,30,5,80,20,2,1,4,,,1,3,1,1,3,20,3,70,4,
1851,온라인,3,,,1990,3,,,,,,5,,1,,,10,근무안함,근무안함,50,53,52,17,7,15,,,3,20,40,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,온라인,3,,,1986,3,,,,,,5,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
